id	filename	md5	size	state
1e585cda-d2b3-4f0e-bb52-e3ae5952b838	1e585cda-d2b3-4f0e-bb52-e3ae5952b838/1c37eeeb-2667-4def-840d-74d7b143d413.rna_seq.augmented_star_gene_counts.tsv	3f45e4061bdc1514c76e1512d93d3b99	4241344	validated
2620791e-1dcc-4821-9236-364fbfba248b	2620791e-1dcc-4821-9236-364fbfba248b/6f95e0e1-57d0-40d5-b517-b40d3dfba630.rna_seq.augmented_star_gene_counts.tsv	aaa636e4781607075a38772c6bb1652c	4238540	validated
27a0dcf2-bf9e-4dd3-b0d1-2dcfc67e69ba	27a0dcf2-bf9e-4dd3-b0d1-2dcfc67e69ba/1782c608-e7e6-4413-8d87-660979f32485.rna_seq.augmented_star_gene_counts.tsv	38e8cf64bc2f79ef28d8a898fe271e8b	4247870	validated
27d17d08-c0fe-4f14-bba2-d9db3551c7c9	27d17d08-c0fe-4f14-bba2-d9db3551c7c9/c3040097-9298-4847-8ba5-03a1c94769d5.rna_seq.augmented_star_gene_counts.tsv	99411ecd799cd87253c2e330cccb9690	4262711	validated
288d5a3e-ffda-4a73-8504-ed1df622bd74	288d5a3e-ffda-4a73-8504-ed1df622bd74/4541c869-1ba9-4599-ba72-131d73cad12f.rna_seq.augmented_star_gene_counts.tsv	d860d8ddc0af56d9f07ea85ad4fe6375	4251503	validated
2e52df6b-2e33-4de4-8ae1-dca835193ce2	2e52df6b-2e33-4de4-8ae1-dca835193ce2/561b77d2-5158-44de-9711-8d6364bf67cf.rna_seq.augmented_star_gene_counts.tsv	7aa9d594e7c0d93a4b5dca228ad371da	4257554	validated
2e7811cc-8e4d-4aa3-b8f8-9eb3e7215d94	2e7811cc-8e4d-4aa3-b8f8-9eb3e7215d94/e2bdfe73-54cb-448c-8212-8918bba38e31.rna_seq.augmented_star_gene_counts.tsv	8c940f8beeb751f438cba37a35b265bc	4246148	validated
2f6ca933-3daf-41dc-9403-880fa45ef36c	2f6ca933-3daf-41dc-9403-880fa45ef36c/60028d9d-c8e5-4c4e-a75c-cc3df6f2eea1.rna_seq.augmented_star_gene_counts.tsv	1aebed103d330727337c1706fea80ca5	4245140	validated
33732cbc-635c-4cd5-bfef-09dfe1cea4e2	33732cbc-635c-4cd5-bfef-09dfe1cea4e2/a276b9ca-af6b-4665-b9c0-aea57d42238f.rna_seq.augmented_star_gene_counts.tsv	91ce970ec2ef596b7e35a853bc913b0b	4245044	validated
338e3c31-5b32-4a5b-9bd1-02c1dc6d8657	338e3c31-5b32-4a5b-9bd1-02c1dc6d8657/e3ce7ed2-4e1c-4e13-bd56-372aa09132ec.rna_seq.augmented_star_gene_counts.tsv	8cc08e11d5ac528330a75e21d7f6bf36	4221491	validated
39c1ce57-b01b-41bb-9dbf-c581aaedc78b	39c1ce57-b01b-41bb-9dbf-c581aaedc78b/499e875c-d9a0-4ce9-be35-2b328088d3de.rna_seq.augmented_star_gene_counts.tsv	5340010e0167f1647ef31602aaffac36	4226785	validated
3c068b3c-6de7-4be1-9fcf-3aaebf260652	3c068b3c-6de7-4be1-9fcf-3aaebf260652/0b9f0386-8654-4cfc-85af-da5eb0dbbcd0.rna_seq.augmented_star_gene_counts.tsv	197951a05c63cad3fa0251f6dc7198b8	4242750	validated
41da6e9f-8bef-4230-ae9d-c40b7b99efc4	41da6e9f-8bef-4230-ae9d-c40b7b99efc4/35399b63-fa0b-43b7-a7af-f1aca1890909.rna_seq.augmented_star_gene_counts.tsv	14191ceff9b19a85dc7504afcc2f03ff	4247515	validated
42af3c76-7e16-486b-b6ef-be875f61d652	42af3c76-7e16-486b-b6ef-be875f61d652/d20ff0dc-fa83-478a-99f3-30a4d076c5c9.rna_seq.augmented_star_gene_counts.tsv	73fab29aae03f4b769b63daa6c5e29e2	4238974	validated
4a6223cb-c6c7-4ef1-a6a5-a68b5808900c	4a6223cb-c6c7-4ef1-a6a5-a68b5808900c/8d291af5-8033-43f0-b908-7fc0fe2bea7c.rna_seq.augmented_star_gene_counts.tsv	5641c5324ff26e0e53dd132f36e53536	4231831	validated
51917ce0-b833-4bc8-8cad-2cf4cfebaf08	51917ce0-b833-4bc8-8cad-2cf4cfebaf08/51258abc-7e84-488f-bf90-0db3a84215f1.rna_seq.augmented_star_gene_counts.tsv	486223cef49ed083a224dbb7d6ef6b9e	4231773	validated
5229dbbf-4505-4239-8285-8c6ab0c68e3e	5229dbbf-4505-4239-8285-8c6ab0c68e3e/0761bdc2-e1d4-4744-b1d7-c556902457bb.rna_seq.augmented_star_gene_counts.tsv	a898ad1032c960195c2c53c10653a069	4242875	validated
533be652-57e3-4974-9f77-2a9b20d0cc31	533be652-57e3-4974-9f77-2a9b20d0cc31/06b62257-7bdf-4218-8d43-49d80f591364.rna_seq.augmented_star_gene_counts.tsv	94bba393658c68697ce7d4ceec1f9cae	4256185	validated
578187d6-1510-4c26-ac25-b1df3183f502	578187d6-1510-4c26-ac25-b1df3183f502/b1467d5b-e034-4eb3-920f-fc6256ec3ce7.rna_seq.augmented_star_gene_counts.tsv	5f2b12d530f9f642513c4ac1fde4e204	4237334	validated
5bf0e22b-aee2-43ef-8dad-08480a53acb4	5bf0e22b-aee2-43ef-8dad-08480a53acb4/367a6ca6-7c37-4032-b04c-e68f5b3a9ba4.rna_seq.augmented_star_gene_counts.tsv	62db7b97acf8365bde661dbc5bcb834d	4231948	validated
5c869053-ffba-482b-a34e-123157b7bbe6	5c869053-ffba-482b-a34e-123157b7bbe6/77da9e82-dfdb-4ed2-99d2-cf93ada9148d.rna_seq.augmented_star_gene_counts.tsv	4661193e0ec956a6bc2e0126c7ce3e75	4250551	validated
5e51ecaf-2b27-4393-a80b-2b91e1cfac3b	5e51ecaf-2b27-4393-a80b-2b91e1cfac3b/7cabd70c-6a62-4dd6-a4ee-b5d46bbc8caf.rna_seq.augmented_star_gene_counts.tsv	63fe8cfca2b629bdfcaeaef900060050	4226985	validated
5eb49d4b-850c-4251-a738-098de7951b0d	5eb49d4b-850c-4251-a738-098de7951b0d/54fb6f30-aa03-4374-9565-ccaa10c2d55a.rna_seq.augmented_star_gene_counts.tsv	75ebabc86809c52eaaf8d4d2d9d2242e	4231611	validated
5f9c7a7f-9df6-49a6-8b78-d11256c2d1ae	5f9c7a7f-9df6-49a6-8b78-d11256c2d1ae/ec5f4c5b-f53f-4169-8764-c8a7f55a7001.rna_seq.augmented_star_gene_counts.tsv	b605bfd8ce52ae82cdaf74a66b52d6b2	4238106	validated
5fb10463-88e9-476e-a35d-89ca16bcfd5d	5fb10463-88e9-476e-a35d-89ca16bcfd5d/ed126dcd-a75a-4b55-b442-eb822279f8d4.rna_seq.augmented_star_gene_counts.tsv	164be7435a92d2ede8ec267d3fb0ce93	4253209	validated
6198f623-9da8-40c5-bad3-be774d67f757	6198f623-9da8-40c5-bad3-be774d67f757/02800cc2-cd08-4caf-aa01-ce0bf88ec05c.rna_seq.augmented_star_gene_counts.tsv	45f7cad66e4984fbe0f37feb1ebc7ea9	4220030	validated
656d9a0e-8b02-41ef-abdb-ed3e59872154	656d9a0e-8b02-41ef-abdb-ed3e59872154/99a17ccf-208a-4233-8738-5fecf2914855.rna_seq.augmented_star_gene_counts.tsv	1b74749bc67f46e7205f1d3f052c3176	4253434	validated
68caa1a5-bea8-4191-b96b-92d6adab99eb	68caa1a5-bea8-4191-b96b-92d6adab99eb/67415aab-0b1b-4b52-bdc7-c1240de53a40.rna_seq.augmented_star_gene_counts.tsv	a6a1fd2334af74912b8fcfefe836d050	4254075	validated
6b45fbc6-3691-469a-b245-538e964bece3	6b45fbc6-3691-469a-b245-538e964bece3/30cf3bda-a1b6-45c3-988e-eb936428ec37.rna_seq.augmented_star_gene_counts.tsv	3b1f161f0ddc240642f8719675ecde6c	4230986	validated
6bc7d986-8c38-4001-a38f-4be2410ce57c	6bc7d986-8c38-4001-a38f-4be2410ce57c/82e78cdd-b179-4e24-b6fc-4ee42dcdb87f.rna_seq.augmented_star_gene_counts.tsv	acbe7832836c8bad9a58085506efded3	4223800	validated
760c15df-2435-4ef0-a0e0-d9725c59b4f6	760c15df-2435-4ef0-a0e0-d9725c59b4f6/aad6f07f-9f3b-4a6f-a82b-4e3e3cf1d941.rna_seq.augmented_star_gene_counts.tsv	391c312f7d157868d98d1ebfc8562c41	4234995	validated
7fdc3295-81f3-4cfe-9a71-ec28cf13ee8f	7fdc3295-81f3-4cfe-9a71-ec28cf13ee8f/34d1151a-2725-4259-a1d1-2b0027c65b45.rna_seq.augmented_star_gene_counts.tsv	5150eedb976f969682db82ad91c62390	4236364	validated
83bc9228-d1e5-4985-b37c-3d97232f2669	83bc9228-d1e5-4985-b37c-3d97232f2669/ef70adbb-5a94-4c64-92cf-0d368766f8d0.rna_seq.augmented_star_gene_counts.tsv	57333df6eed07ea6febccb1186c6f389	4231199	validated
84b67b25-78f6-44cf-8663-2513f9d48d3b	84b67b25-78f6-44cf-8663-2513f9d48d3b/93e13fe5-53bd-4ce4-9678-807d1d55abf4.rna_seq.augmented_star_gene_counts.tsv	ea63621e131ff4bf927d50457dfbedc5	4231976	validated
8a881e95-d561-4e51-a444-af40cc85a7e7	8a881e95-d561-4e51-a444-af40cc85a7e7/b5cfa57a-ffd8-4c5c-93ca-bafeb6cdfb1d.rna_seq.augmented_star_gene_counts.tsv	99fa6aaa3918586413bbde4c43988ed4	4231944	validated
8b82a7e4-24e9-46c2-aab3-a623142b5dc9	8b82a7e4-24e9-46c2-aab3-a623142b5dc9/d3c4b94e-6e9d-4705-9e08-bf81a32764d2.rna_seq.augmented_star_gene_counts.tsv	fc0897fabbc38ad3d81e9726074e2f72	4237904	validated
8e36309d-1d81-4ed4-8052-afcace5765df	8e36309d-1d81-4ed4-8052-afcace5765df/f31f8590-4509-4c7d-81d6-0e899381c427.rna_seq.augmented_star_gene_counts.tsv	9743409b27eef0b25c3b124b8216f8d5	4230082	validated
8e637ed9-4774-4fa1-a8c2-c6f0a53ec365	8e637ed9-4774-4fa1-a8c2-c6f0a53ec365/76f77515-6db8-456d-b189-eb1cf918662e.rna_seq.augmented_star_gene_counts.tsv	d3a87dc61ae7d2975b29ed73b5489582	4245213	validated
8e66275b-3b15-4701-8cc7-a137806b87ae	8e66275b-3b15-4701-8cc7-a137806b87ae/3b54fd87-6631-4ae9-b303-bc14ffa51685.rna_seq.augmented_star_gene_counts.tsv	3f1dfc810d1a4f0e6ee237d320b2969b	4241350	validated
8e6eae22-b511-4d17-ba2b-255d9bd1b07d	8e6eae22-b511-4d17-ba2b-255d9bd1b07d/fe8e5bdf-4959-4b45-ae36-80293aff06a8.rna_seq.augmented_star_gene_counts.tsv	7462123603b1613f6cd39d27747cf6f5	4243906	validated
94f0d79c-bcf2-4b29-8bdb-5ce388f9eb39	94f0d79c-bcf2-4b29-8bdb-5ce388f9eb39/05fe0842-a882-44b7-85ef-e3f8b6ec75b7.rna_seq.augmented_star_gene_counts.tsv	ee4e4680fe7a060253cbeca817914dac	4246080	validated
9518753b-192f-463a-9aeb-8ae0586f83f9	9518753b-192f-463a-9aeb-8ae0586f83f9/5091b111-d2dd-4072-bbb4-e774860d33cc.rna_seq.augmented_star_gene_counts.tsv	20f9873e726dce9e984f7993550cd5f6	4243385	validated
9b0915f6-ae06-42e6-ae4b-1d5265eb7c99	9b0915f6-ae06-42e6-ae4b-1d5265eb7c99/10a345de-527e-41e6-becf-4999ca1cd700.rna_seq.augmented_star_gene_counts.tsv	7c600449b2a53a98cc05eb141da4eb86	4241089	validated
9b20a127-f218-4152-8ba9-bec6fd3f40d6	9b20a127-f218-4152-8ba9-bec6fd3f40d6/4e210408-b5e7-4f57-a790-13cb4ef12a56.rna_seq.augmented_star_gene_counts.tsv	a1764fc44799ace3de4da5f3829e90a2	4241918	validated
9de7e6cd-f51b-421b-a794-a409aa131cdd	9de7e6cd-f51b-421b-a794-a409aa131cdd/c9c2e495-befd-4bdf-a93c-71d130dcb566.rna_seq.augmented_star_gene_counts.tsv	c3acc4b3b9547d59f78dc1e6d00c265b	4246063	validated
a0489bf1-8f37-4255-8b19-dcecdd744112	a0489bf1-8f37-4255-8b19-dcecdd744112/52a9ef0c-dd29-4449-9a85-00f13d56dbab.rna_seq.augmented_star_gene_counts.tsv	0cfe147a52edf51b682fc8a3b9c04bb8	4234677	validated
a1c5a889-097e-4a8b-a381-b0ef3c785bc6	a1c5a889-097e-4a8b-a381-b0ef3c785bc6/4f973a84-c69b-493b-964d-96a985e433af.rna_seq.augmented_star_gene_counts.tsv	a0713b81c962cc8562ee34b392679293	4226075	validated
a2dc911b-65d3-471e-807e-83ac0be20042	a2dc911b-65d3-471e-807e-83ac0be20042/6eb8366a-7861-4ab9-a5c6-7f576e11a9ca.rna_seq.augmented_star_gene_counts.tsv	f0d90034955cf73079331a3d2701d2fe	4242864	validated
a33b2f57-3fe2-4c9b-9635-0aef8665d044	a33b2f57-3fe2-4c9b-9635-0aef8665d044/5d045be9-5fbf-4c81-8140-b45f59b9443b.rna_seq.augmented_star_gene_counts.tsv	6b6ae40a05fde8ee9d16177c8bbfa157	4224970	validated
a3f39b2d-3f1e-48cf-91ed-78848217e7f2	a3f39b2d-3f1e-48cf-91ed-78848217e7f2/3d788114-35e1-4ba5-a16c-39a3056b78fa.rna_seq.augmented_star_gene_counts.tsv	0036e8075b1aea0fcb7c2607c59abb3c	4240237	validated
a4980c9c-6c37-46da-8db3-c60a1c29081f	a4980c9c-6c37-46da-8db3-c60a1c29081f/fc034f39-40c6-4e1c-bd2a-f4d6a97d2ed7.rna_seq.augmented_star_gene_counts.tsv	253e64c59e3106320bb4cf1ef11b6121	4230145	validated
a5720f3d-141b-4884-9821-07c421f53142	a5720f3d-141b-4884-9821-07c421f53142/c5fca91d-25ec-443e-bb4a-3b3064d7c180.rna_seq.augmented_star_gene_counts.tsv	6c848596fc5e06e17df9dcd4283b11e7	4242796	validated
aba717ec-45c5-4d6a-a318-ad9465f3dded	aba717ec-45c5-4d6a-a318-ad9465f3dded/11ed685b-1793-4d32-9a54-fef94f530ab5.rna_seq.augmented_star_gene_counts.tsv	c9cadc9dab71353ed4539495a7be2bfe	4241833	validated
ae9c288e-2b38-4deb-9e58-d27aa94b32f2	ae9c288e-2b38-4deb-9e58-d27aa94b32f2/9e066bc0-98a5-4213-8859-498d87884237.rna_seq.augmented_star_gene_counts.tsv	0635ed702854402a91b9056654284599	4235671	validated
b18cf1f7-9708-4074-b3c4-37fecc73ea0d	b18cf1f7-9708-4074-b3c4-37fecc73ea0d/03398018-84f0-4d18-80b2-bcec909f08a9.rna_seq.augmented_star_gene_counts.tsv	1026dd1d327c16b4ff446c00d39ce1df	4228505	validated
b4af458a-892e-4b38-9bdc-f07ea7315b0d	b4af458a-892e-4b38-9bdc-f07ea7315b0d/61be2d5c-b2e8-4a5e-b5bc-a0c5d6960b0d.rna_seq.augmented_star_gene_counts.tsv	1da8851bfe12d2c557a4c9d2d7c1da36	4219167	validated
b7112904-19f5-4ad0-b3d9-2224ded17276	b7112904-19f5-4ad0-b3d9-2224ded17276/2fa8c89c-893e-465a-aeb5-e3fb81a200c7.rna_seq.augmented_star_gene_counts.tsv	4ba2a69f936d767a3842525045ffbd3a	4245496	validated
c43bbab5-0856-4535-890f-3e3c4288ea8e	c43bbab5-0856-4535-890f-3e3c4288ea8e/d1e3e5f7-c2da-4a09-bca8-d57de1765f88.rna_seq.augmented_star_gene_counts.tsv	5c5df04505c527d9b0b23df87792f406	4238366	validated
c5451c8b-d34a-4760-9d2d-2448b6ed832d	c5451c8b-d34a-4760-9d2d-2448b6ed832d/51a16fc2-4bb9-4c24-9f99-845d31b9ded2.rna_seq.augmented_star_gene_counts.tsv	4cba7952584ff95f847ddc71983e1833	4232962	validated
cc9535e1-1e39-4c59-828e-e25e93ec84d0	cc9535e1-1e39-4c59-828e-e25e93ec84d0/f61e56b8-b2e5-4750-8fc7-ba9f0099e377.rna_seq.augmented_star_gene_counts.tsv	ea91eb6d40128861bf55e0939a2f31ff	4226498	validated
d1bcb0c7-f603-4597-ae5a-83bf294d715d	d1bcb0c7-f603-4597-ae5a-83bf294d715d/10b332c1-5e60-4a3a-8f82-402892ea832d.rna_seq.augmented_star_gene_counts.tsv	bf0228aac38b24a064bf11e02473f178	4240081	validated
d3819816-a957-49a8-923c-a52825a5ad61	d3819816-a957-49a8-923c-a52825a5ad61/b6dc4a19-b907-47d9-969e-6b87c0cf80c9.rna_seq.augmented_star_gene_counts.tsv	481583f0df5cf8c71ce3b78fa3d563e1	4235513	validated
d777c666-80ed-4878-9a9f-0f78a1d1caaf	d777c666-80ed-4878-9a9f-0f78a1d1caaf/7a3c3464-c1ab-4ff7-b826-c6f38d15b684.rna_seq.augmented_star_gene_counts.tsv	bf0ad474801039c2c3af219df34f7036	4234395	validated
d7ac10be-13c0-4f14-adc2-f754a924195b	d7ac10be-13c0-4f14-adc2-f754a924195b/71468bc8-084e-4567-817d-3bbcebe7440e.rna_seq.augmented_star_gene_counts.tsv	2a92b4e47ce6a8c6b3a54721cb38fa29	4250312	validated
e21f5792-d09f-4ccd-979b-3813b0845b69	e21f5792-d09f-4ccd-979b-3813b0845b69/2fbf53f9-fb24-4afd-b643-a2b132994f87.rna_seq.augmented_star_gene_counts.tsv	f788fd7a4b7f76c080831494fd050235	4247633	validated
e3f417f3-08fa-45d5-bac6-e71cb55a8f83	e3f417f3-08fa-45d5-bac6-e71cb55a8f83/9cddbe35-4ad2-4dc3-b8fd-8742611223a4.rna_seq.augmented_star_gene_counts.tsv	2bf995bea0e50a7142c943744e07221d	4247419	validated
e9d0c27d-5e43-483f-99af-379021c280d6	e9d0c27d-5e43-483f-99af-379021c280d6/f988be8d-8a9f-44ae-9889-e2d8b7856f2d.rna_seq.augmented_star_gene_counts.tsv	2aefec48c4f9c75e38d5e710430a0324	4252951	validated
eaf70daf-e5c5-452a-bba3-51ce64952b76	eaf70daf-e5c5-452a-bba3-51ce64952b76/a548128e-da30-4f42-98be-7be46f8e25dc.rna_seq.augmented_star_gene_counts.tsv	8544e8b87455159de84143e42026f980	4240028	validated
ed4c9041-8ff3-40bf-8da9-d21bfba24442	ed4c9041-8ff3-40bf-8da9-d21bfba24442/ad69fc9a-e66d-4939-aa08-6544d10163ef.rna_seq.augmented_star_gene_counts.tsv	b154628ecdb341deec41e7e95c46c4b4	4233632	validated
f4f06841-c4df-456b-9b60-c1c40b5aa8e0	f4f06841-c4df-456b-9b60-c1c40b5aa8e0/d5365384-47d2-4ee2-87cb-1ba9dde8e92c.rna_seq.augmented_star_gene_counts.tsv	b0e591a8df882b3a042d2a04f10816c8	4245921	validated
f5930cdc-dff6-4a0c-a9b4-c92159863efb	f5930cdc-dff6-4a0c-a9b4-c92159863efb/e25f52c4-7269-481c-8362-ff0d8547ffcb.rna_seq.augmented_star_gene_counts.tsv	dc4305b2169c3b144773d8ca7e5a9002	4239174	validated
f8280627-d534-4219-bc8b-207a5391936e	f8280627-d534-4219-bc8b-207a5391936e/b90e3cf2-865f-4c4a-8667-3900fd0a2938.rna_seq.augmented_star_gene_counts.tsv	4027161159e1df579bbd3943d756af01	4233343	validated
fded7159-92d4-4aaf-b06b-1169cabdc1fa	fded7159-92d4-4aaf-b06b-1169cabdc1fa/9493a088-7cc8-4d7f-ad8b-946b9b9c4a2b.rna_seq.augmented_star_gene_counts.tsv	e699c53725766828a36ed491688b1975	4245083	validated
fe1c6f30-d798-4445-a9e1-244939518775	fe1c6f30-d798-4445-a9e1-244939518775/fad685af-19be-4f40-9dd2-34ed966ffeae.rna_seq.augmented_star_gene_counts.tsv	bc6f25a2f41841612bc097e6896ba312	4217201	validated
